Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score,Player_1_Elo,Player_2_Elo
Japan Open,6/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Dent T.,Zib T.,Dent T.,1.364,3.0,6-3 6-4,495,475
Japan Open,6/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Arthurs W.,Lee H.T.,Lee H.T.,1.833,1.833,2-6 6-7,470,500
Japan Open,6/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Hewitt L.,Motomura G.,Hewitt L.,1.063,8.0,6-0 3-6 6-1,705,500
Japan Open,6/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Gimelstob J.,Johansson T.,Johansson T.,4.0,1.222,4-6 4-6,475,530
Japan Open,6/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Nalbandian D.,Wang Y.T.,Nalbandian D.,1.14,5.0,3-6 7-6 6-2,565,490
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Pavel A.,Phau B.,Phau B.,1.25,3.75,2-6 1-6,535,505
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Gambill J.M.,Terachi T.,Gambill J.M.,1.222,4.0,7-6 6-1,475,500
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Novak J.,Novak J.,3.5,1.286,5-7 2-6,490,550
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Ulihrach B.,Nieminen J.,Ulihrach B.,3.0,1.364,6-3 7-6,450,515
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Saretta F.,Mello R.,Mello R.,2.5,1.5,7-5 2-6 6-7,480,525
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Levy H.,Srichaphan P.,1.125,5.5,2-6 7-6 6-4,565,460
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Canas G.,Kohlmann M.,Kohlmann M.,1.125,5.5,6-4 6-7 3-6,565,505
Japan Open,7/10/2004,International Gold,Outdoor,Hard,2nd Round,3,Chiudinelli M.,van Scheppingen D.,Chiudinelli M.,2.25,1.57,6-4 7-6,490,475
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Suzuki T.,Hewitt L.,Hewitt L.,8.0,1.063,7-6 2-6 4-6,495,710
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Saulnier C.,Johansson T.,Saulnier C.,2.375,1.533,6-7 7-6 7-6,520,525
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Lee H.T.,Dent T.,Dent T.,2.25,1.571,6-7 7-5 3-6,495,500
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Muller G.,Nalbandian D.,Muller G.,2.625,1.444,7-6 3-6 6-4,515,560
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Gambill J.M.,Phau B.,Phau B.,,,6-7 6-2 2-6,470,510
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Novak J.,Mello R.,Novak J.,,,6-1 6-2,555,520
Japan Open,7/10/2004,International Gold,Outdoor,Hard,3rd Round,3,Kohlmann M.,Ulihrach B.,Ulihrach B.,,,4-6 2-6,500,455
Japan Open,8/10/2004,International Gold,Outdoor,Hard,Quarterfinals,3,Novak J.,Srichaphan P.,Novak J.,2.1,1.667,6-4 6-4,560,560
Japan Open,8/10/2004,International Gold,Outdoor,Hard,Quarterfinals,3,Saulnier C.,Hewitt L.,Hewitt L.,5.0,1.143,5-7 1-6,515,715
Japan Open,8/10/2004,International Gold,Outdoor,Hard,Quarterfinals,3,Ulihrach B.,Phau B.,Ulihrach B.,1.727,2.0,7-5 6-4,460,505
Japan Open,8/10/2004,International Gold,Outdoor,Hard,Quarterfinals,3,Muller G.,Dent T.,Dent T.,2.375,1.533,4-6 6-4 2-6,510,505
Japan Open,9/10/2004,International Gold,Outdoor,Hard,Semifinals,3,Dent T.,Ulihrach B.,Dent T.,1.25,3.75,4-6 6-4 6-1,510,455
Japan Open,9/10/2004,International Gold,Outdoor,Hard,Semifinals,3,Hewitt L.,Novak J.,Novak J.,1.167,4.5,4-6 6-4 2-6,710,565
Japan Open,10/10/2004,International Gold,Outdoor,Hard,The Final,3,Novak J.,Dent T.,Novak J.,1.57,2.25,5-7 6-1 6-3,570,505
Open de Moselle,11/10/2004,International,Indoor,Hard,1st Round,3,Ascione T.,Dupuis A.,Dupuis A.,1.833,1.833,6-4 4-6 6-7,460,485
Open de Moselle,11/10/2004,International,Indoor,Hard,1st Round,3,Gasquet R.,van Scheppingen D.,Gasquet R.,1.909,1.8,6-3 7-6,485,470
Open de Moselle,11/10/2004,International,Indoor,Hard,1st Round,3,Rochus C.,Morrison J.,Morrison J.,2.75,1.4,4-6 3-6,465,500
Open de Moselle,11/10/2004,International,Indoor,Hard,1st Round,3,Mutis O.,Mahut N.,Mutis O.,2.625,1.444,6-2 2-6 7-6,475,465
Open de Moselle,11/10/2004,International,Indoor,Hard,1st Round,3,Kohlschreiber P.,Patience O.,Patience O.,1.727,2.0,6-7 6-0 4-6,490,490
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Benneteau J.,Gambill J.M.,Benneteau J.,1.615,2.2,6-3 6-1,500,465
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Muller G.,Clement A.,Clement A.,1.909,1.8,4-6 6-7,505,470
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Corretja A.,Rochus O.,Corretja A.,2.375,1.533,6-3 2-6 7-5,465,475
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Simon G.,Gicquel M.,Gicquel M.,1.8,1.7,2-6 6-2 6-7,495,500
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Haehnel J.,Acasuso J.,Haehnel J.,1.5336666666666667,2.3666666666666667,6-3 7-6,500,515
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Hanescu V.,Ljubicic I.,Ljubicic I.,2.625,1.444,2-6 4-6,490,540
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Mathieu P.H.,Vliegen K.,Mathieu P.H.,1.4,2.75,6-4 6-3,500,490
Open de Moselle,12/10/2004,International,Indoor,Hard,1st Round,3,Monaco J.,Serra F.,Serra F.,,,4-6 6-4 0-6,515,500
Open de Moselle,13/10/2004,International,Indoor,Hard,1st Round,3,Carraz G.,Arthurs W.,Carraz G.,1.8,1.909,7-6 6-7 7-6,495,465
Open de Moselle,13/10/2004,International,Indoor,Hard,2nd Round,3,Mutis O.,Clement A.,Clement A.,2.62,1.44,6-7 1-6,470,475
Open de Moselle,13/10/2004,International,Indoor,Hard,2nd Round,3,Gasquet R.,Dupuis A.,Gasquet R.,1.53,2.37,6-3 4-6 7-5,490,480
Open de Moselle,13/10/2004,International,Indoor,Hard,2nd Round,3,Gicquel M.,Haehnel J.,Haehnel J.,1.6,1.9,4-6 2-6,495,505
Open de Moselle,13/10/2004,International,Indoor,Hard,2nd Round,3,Ljubicic I.,Sluiter R.,Ljubicic I.,1.5,2.5,4-6 6-3 7-6,545,480
Open de Moselle,14/10/2004,International,Indoor,Hard,2nd Round,3,Carraz G.,Corretja A.,Corretja A.,1.61,2.2,6-4 6-7 4-6,490,470
Open de Moselle,14/10/2004,International,Indoor,Hard,2nd Round,3,Mathieu P.H.,Serra F.,Mathieu P.H.,1.33,3.25,7-6 6-1,505,495
Open de Moselle,14/10/2004,International,Indoor,Hard,2nd Round,3,Patience O.,Monfils G.,Monfils G.,1.61,2.2,4-6 4-6,485,505
Open de Moselle,14/10/2004,International,Indoor,Hard,2nd Round,3,Morrison J.,Benneteau J.,Morrison J.,2.37,1.53,6-4 4-6 6-1,505,495
Open de Moselle,15/10/2004,International,Indoor,Hard,Quarterfinals,3,Monfils G.,Gasquet R.,Gasquet R.,2.5,1.5,5-7 1-6,500,495
Open de Moselle,15/10/2004,International,Indoor,Hard,Quarterfinals,3,Haehnel J.,Clement A.,Haehnel J.,3.25,1.33,5-7 6-2 7-5,510,470
Open de Moselle,15/10/2004,International,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Mathieu P.H.,Mathieu P.H.,1.57,2.25,6-7 4-6,540,510
Open de Moselle,15/10/2004,International,Indoor,Hard,Quarterfinals,3,Morrison J.,Corretja A.,Morrison J.,1.61,2.2,7-5 6-4,510,465
Open de Moselle,16/10/2004,International,Indoor,Hard,Semifinals,3,Morrison J.,Gasquet R.,Gasquet R.,2.0,1.7546666666666664,1-6 4-6,505,500
Open de Moselle,16/10/2004,International,Indoor,Hard,Semifinals,3,Haehnel J.,Mathieu P.H.,Haehnel J.,3.4166666666666665,1.2935,6-7 7-6 7-6,515,505
Open de Moselle,17/10/2004,International,Indoor,Hard,The Final,3,Gasquet R.,Haehnel J.,Haehnel J.,1.5,2.5,6-7 4-6,495,520
Kremlin Cup,11/10/2004,International,Indoor,Carpet,1st Round,3,Johansson J.,Hernych J.,Johansson J.,1.222,3.75,6-4 6-2,555,480
Kremlin Cup,11/10/2004,International,Indoor,Carpet,1st Round,3,Berdych T.,Kunitsyn I.,Kunitsyn I.,1.167,4.5,2-6 4-6,505,505
Kremlin Cup,11/10/2004,International,Indoor,Carpet,1st Round,3,Rusedski G.,Karlovic I.,Rusedski G.,1.667,2.1,7-6 6-2,525,460
Kremlin Cup,11/10/2004,International,Indoor,Carpet,1st Round,3,Mirnyi M.,Safin M.,Safin M.,3.0,1.333,7-6 6-7 6-7,455,585
Kremlin Cup,11/10/2004,International,Indoor,Carpet,1st Round,3,Sargsian S.,Gabashvili T.,Sargsian S.,,,6-2 6-1,460,490
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Heuberger I.,Beck K.,Beck K.,2.75,1.4,4-6 4-6,470,490
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Carlsen K.,Pless K.,Carlsen K.,1.8,1.909,6-0 6-4,475,470
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Stakhovsky S.,Davydenko N.,Davydenko N.,3.3,1.2,0-6 3-6,495,500
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Hrbaty D.,Johansson T.,Hrbaty D.,1.727,2.0,6-4 4-6 6-3,585,520
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Stoliarov A.,Saulnier C.,Saulnier C.,3.5,1.25,4-6 7-5 6-7,495,520
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Stepanek R.,Labadze I.,Stepanek R.,1.356,3.41,6-2 6-1,510,480
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Elseneer G.,Voltchkov V.,Voltchkov V.,2.0,1.727,2-6 6-7,460,505
Kremlin Cup,12/10/2004,International,Indoor,Carpet,1st Round,3,Youzhny M.,Rosset M.,Youzhny M.,1.333,3.0,4-6 6-3 6-2,535,485
Kremlin Cup,13/10/2004,International,Indoor,Carpet,1st Round,3,Spadea V.,Andreev I.,Andreev I.,1.727,2.0,4-6 6-4 4-6,580,505
Kremlin Cup,13/10/2004,International,Indoor,Carpet,1st Round,3,Bjorkman J.,Sanchez D.,Bjorkman J.,1.25,3.5,4-6 6-1 6-2,485,465
Kremlin Cup,13/10/2004,International,Indoor,Carpet,1st Round,3,Soderling R.,Volandri F.,Volandri F.,1.222,3.75,6-3 1-6 6-7,515,560
Kremlin Cup,13/10/2004,International,Indoor,Carpet,2nd Round,3,Davydenko N.,Sargsian S.,Davydenko N.,1.8,1.9,6-2 6-4,505,455
Kremlin Cup,13/10/2004,International,Indoor,Carpet,2nd Round,3,Saulnier C.,Johansson J.,Johansson J.,3.25,1.33,2-6 4-6,515,560
Kremlin Cup,13/10/2004,International,Indoor,Carpet,2nd Round,3,Kunitsyn I.,Beck K.,Kunitsyn I.,3.5,1.28,7-6 7-5,510,485
Kremlin Cup,13/10/2004,International,Indoor,Carpet,2nd Round,3,Safin M.,Stepanek R.,Stepanek R.,1.25,3.75,6-7 6-4 3-6,580,515
Kremlin Cup,14/10/2004,International,Indoor,Carpet,2nd Round,3,Carlsen K.,Andreev I.,Carlsen K.,2.62,1.44,7-6 4-6 6-1,480,500
Kremlin Cup,14/10/2004,International,Indoor,Carpet,2nd Round,3,Voltchkov V.,Hrbaty D.,Hrbaty D.,2.75,1.4,6-4 5-7 6-7,500,590
Kremlin Cup,14/10/2004,International,Indoor,Carpet,2nd Round,3,Rusedski G.,Volandri F.,Rusedski G.,1.33,3.25,6-2 6-4,530,555
Kremlin Cup,14/10/2004,International,Indoor,Carpet,2nd Round,3,Bjorkman J.,Youzhny M.,Youzhny M.,2.62,1.44,4-6 2-6,480,540
Kremlin Cup,15/10/2004,International,Indoor,Carpet,Quarterfinals,3,Davydenko N.,Stepanek R.,Davydenko N.,1.8,1.9,7-6 5-7 6-1,510,510
Kremlin Cup,15/10/2004,International,Indoor,Carpet,Quarterfinals,3,Kunitsyn I.,Hrbaty D.,Hrbaty D.,3.75,1.25,6-7 4-6,505,595
Kremlin Cup,15/10/2004,International,Indoor,Carpet,Quarterfinals,3,Rusedski G.,Johansson J.,Rusedski G.,2.5,1.5,7-6 6-7 7-6,535,555
Kremlin Cup,15/10/2004,International,Indoor,Carpet,Quarterfinals,3,Carlsen K.,Youzhny M.,Youzhny M.,2.75,1.4,2-6 6-7,475,545
Kremlin Cup,16/10/2004,International,Indoor,Carpet,Semifinals,3,Davydenko N.,Youzhny M.,Davydenko N.,2.25,1.57,7-5 6-7 7-5,515,540
Kremlin Cup,16/10/2004,International,Indoor,Carpet,Semifinals,3,Hrbaty D.,Rusedski G.,Rusedski G.,2.1,1.66,4-6 3-6,590,540
Kremlin Cup,17/10/2004,International,Indoor,Carpet,The Final,3,Davydenko N.,Rusedski G.,Davydenko N.,2.25,1.57,3-6 6-3 7-5,520,535
CA Tennis Trophy,11/10/2004,International Gold,Indoor,Hard,1st Round,3,Knowle J.,Canas G.,Canas G.,6.5,1.1,2-6 4-6,485,570
CA Tennis Trophy,11/10/2004,International Gold,Indoor,Hard,1st Round,3,de Voest R.,Tipsarevic J.,de Voest R.,1.89,1.7887499999999998,6-3 6-4,510,475
CA Tennis Trophy,11/10/2004,International Gold,Indoor,Hard,1st Round,3,Starace P.,Ginepri R.,Ginepri R.,2.75,1.4,6-4 6-7 4-6,505,480
CA Tennis Trophy,11/10/2004,International Gold,Indoor,Hard,1st Round,3,Lopez F.,Calleri A.,Lopez F.,1.615,2.2,1-6 7-5 6-3,500,525
CA Tennis Trophy,11/10/2004,International Gold,Indoor,Hard,1st Round,3,Chela J.I.,Mayer F.,Mayer F.,1.667,2.1,4-6 4-6,545,535
CA Tennis Trophy,12/10/2004,International Gold,Indoor,Hard,1st Round,3,Haas T.,Moodie W.,Haas T.,1.222,4.0,6-3 6-0,565,450
CA Tennis Trophy,12/10/2004,International Gold,Indoor,Hard,1st Round,3,Ferrer D.,Horna L.,Horna L.,1.727,2.0,3-6 2-6,500,515
CA Tennis Trophy,12/10/2004,International Gold,Indoor,Hard,1st Round,3,Koubek S.,Martin A.,Koubek S.,1.444,2.625,7-5 6-1,485,485
CA Tennis Trophy,12/10/2004,International Gold,Indoor,Hard,1st Round,3,Kucera K.,Massu N.,Massu N.,1.833,1.833,4-6 7-6 4-6,480,510
CA Tennis Trophy,12/10/2004,International Gold,Indoor,Hard,1st Round,3,Nalbandian D.,Seppi A.,Nalbandian D.,1.3,3.2,6-4 6-3,565,475
CA Tennis Trophy,12/10/2004,International Gold,Indoor,Hard,1st Round,3,Zabaleta M.,Sanguinetti D.,Sanguinetti D.,2.0,1.727,6-7 5-7,530,465
CA Tennis Trophy,13/10/2004,International Gold,Indoor,Hard,1st Round,3,Dent T.,Gruber K.,Dent T.,1.06,7.5,6-1 6-3,510,495
CA Tennis Trophy,13/10/2004,International Gold,Indoor,Hard,1st Round,3,Weiner G.,Peya A.,Peya A.,2.1,1.66,3-6 6-3 2-6,480,475
CA Tennis Trophy,13/10/2004,International Gold,Indoor,Hard,1st Round,3,Schuettler R.,Melzer J.,Schuettler R.,1.8,1.909,6-4 1-6 6-3,485,520
CA Tennis Trophy,13/10/2004,International Gold,Indoor,Hard,1st Round,3,Costa A.,Srichaphan P.,Srichaphan P.,3.75,1.222,4-6 4-6,480,565
CA Tennis Trophy,13/10/2004,International Gold,Indoor,Hard,1st Round,3,Ulihrach B.,Enqvist T.,Ulihrach B.,2.5,1.5,3-6 6-4 6-4,460,475
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Dent T.,Canas G.,Canas G.,2.25,1.57,4-6 4-6,505,575
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Ginepri R.,Srichaphan P.,Ginepri R.,2.62,1.44,6-2 6-1,485,560
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Mayer F.,Haas T.,Haas T.,3.0,1.36,3-6 4-6,530,570
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Lopez F.,Ulihrach B.,Lopez F.,1.4,2.75,6-1 6-4,505,455
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,de Voest R.,Massu N.,Massu N.,3.75,1.25,4-6 2-6,505,515
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Nalbandian D.,Koubek S.,Nalbandian D.,1.5,2.5,6-2 7-6,570,480
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Peya A.,Sanguinetti D.,Sanguinetti D.,2.1125000000000003,1.6446666666666665,5-7 4-6,470,470
CA Tennis Trophy,14/10/2004,International Gold,Indoor,Hard,2nd Round,3,Schuettler R.,Horna L.,Schuettler R.,1.6056666666666668,2.1875,7-5 4-6 6-3,490,510
CA Tennis Trophy,15/10/2004,International Gold,Indoor,Hard,Quarterfinals,3,Nalbandian D.,Canas G.,Canas G.,1.72,2.0,4-6 6-2 3-6,565,580
CA Tennis Trophy,15/10/2004,International Gold,Indoor,Hard,Quarterfinals,3,Haas T.,Ginepri R.,Haas T.,1.33,3.25,4-6 6-3 6-4,575,480
CA Tennis Trophy,15/10/2004,International Gold,Indoor,Hard,Quarterfinals,3,Schuettler R.,Lopez F.,Lopez F.,1.9,1.8,4-6 4-6,485,510
CA Tennis Trophy,15/10/2004,International Gold,Indoor,Hard,Quarterfinals,3,Sanguinetti D.,Massu N.,Sanguinetti D.,3.75,1.25,6-4 6-3,475,510
CA Tennis Trophy,16/10/2004,International Gold,Indoor,Hard,Semifinals,3,Haas T.,Canas G.,Canas G.,1.8,1.9,4-6 3-6,570,585
CA Tennis Trophy,16/10/2004,International Gold,Indoor,Hard,Semifinals,3,Lopez F.,Sanguinetti D.,Lopez F.,1.3,3.4,6-3 6-3,515,470
CA Tennis Trophy,17/10/2004,International Gold,Indoor,Hard,The Final,5,Canas G.,Lopez F.,Lopez F.,1.53,2.37,4-6 6-1 5-7 6-3 5-7,580,520
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Soderling R.,Mayer F.,Soderling R.,1.5,2.5,6-3 7-6,520,525
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Arazi H.,Horna L.,Horna L.,1.83,1.83,4-6 5-7,485,515
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Ginepri R.,Rascon T.,Ginepri R.,1.2,4.33,6-1 6-4,485,495
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Schalken S.,Koubek S.,Koubek S.,2.62,1.44,4-6 4-6,515,485
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Corretja A.,Ferrer D.,Corretja A.,2.1,1.66,7-5 6-1,470,495
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Sanchez D.,Mirnyi M.,Mirnyi M.,5.0,1.14,3-6 6-7,460,460
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Dupuis A.,Calleri A.,Dupuis A.,2.5,1.5,6-4 6-4,485,520
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Labadze I.,Costa A.,Costa A.,2.805,1.452,2-6 7-5 7-5,475,485
Madrid Masters,18/10/2004,Masters,Indoor,Hard,1st Round,3,Fish M.,Ancic M.,Fish M.,1.66,2.1,0-6 6-4 4-6,530,530
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Malisse X.,Haas T.,Haas T.,2.62,1.44,4-6 1-6,495,575
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Dent T.,Youzhny M.,Dent T.,1.83,1.83,6-3 6-2,510,535
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Bjorkman J.,Verdasco F.,Verdasco F.,2.0,1.72,1-6 2-6,475,520
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Ljubicic I.,Berdych T.,Ljubicic I.,1.72,2.0,6-4 6-4,545,500
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Sanguinetti D.,Nadal R.,Nadal R.,2.5,1.5,2-6 1-6,465,550
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Canas G.,Vliegen K.,Canas G.,1.25,3.75,5-7 7-5 1-6,585,485
Madrid Masters,19/10/2004,Masters,Indoor,Hard,1st Round,3,Karlovic I.,Lopez F.,Lopez F.,2.37,1.53,4-6 7-6 7-6,455,525
Madrid Masters,19/10/2004,Masters,Indoor,Hard,2nd Round,3,Dupuis A.,Chela J.I.,Dupuis A.,2.2166666666666663,1.61675,7-6 6-3,490,540
Madrid Masters,19/10/2004,Masters,Indoor,Hard,2nd Round,3,Fish M.,Pavel A.,Pavel A.,1.49175,2.5,1-6 6-3 7-6,525,540
Madrid Masters,19/10/2004,Masters,Indoor,Hard,2nd Round,3,Agassi A.,Mirnyi M.,Agassi A.,1.264,3.6575,7-6 6-3,585,455
Madrid Masters,19/10/2004,Masters,Indoor,Hard,2nd Round,3,Soderling R.,Nalbandian D.,Nalbandian D.,1.97,1.7416666666666665,6-7 3-6,515,570
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Srichaphan P.,Corretja A.,Srichaphan P.,1.44,2.62,7-6 6-3,565,465
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Massu N.,Dent T.,Dent T.,1.83,1.83,3-6 6-3 3-6,505,515
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Koubek S.,Gonzalez F.,Koubek S.,2.25,1.57,6-1 3-6 6-7,490,550
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Schuettler R.,Ljubicic I.,Ljubicic I.,1.833,1.833,3-6 0-6,480,550
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Henman T.,Costa A.,Henman T.,1.25,3.75,6-4 6-2,605,480
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Novak J.,Haas T.,Haas T.,2.25,1.57,1-6 4-6,565,580
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Safin M.,Lopez F.,Safin M.,1.533,2.375,7-5 6-7 3-6,585,520
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Canas G.,Johansson J.,Johansson J.,2.1,1.667,6-7 5-7,580,560
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Horna L.,Ferrero J.C.,Horna L.,2.75,1.4,6-3 6-1,520,535
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Hrbaty D.,Verdasco F.,Verdasco F.,1.833,1.833,4-6 6-7,585,525
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Spadea V.,Nadal R.,Spadea V.,1.909,1.8,6-4 4-6 6-3,585,545
Madrid Masters,20/10/2004,Masters,Indoor,Hard,2nd Round,3,Ginepri R.,Robredo T.,Robredo T.,1.833,1.833,4-6 6-3 3-6,480,575
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Ljubicic I.,Henman T.,Ljubicic I.,2.5,1.5,6-4 4-6 2-6,555,600
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Haas T.,Dent T.,Dent T.,1.364,3.0,6-7 2-6,575,520
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Johansson J.,Dupuis A.,Johansson J.,1.222,4.0,6-1 7-6,565,485
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Pavel A.,Horna L.,Horna L.,1.615,2.2,5-7 4-6,535,525
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Robredo T.,Verdasco F.,Robredo T.,1.909,1.8,2-6 6-4 6-3,580,520
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Srichaphan P.,Nalbandian D.,Nalbandian D.,2.625,1.444,3-6 1-6,560,575
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Agassi A.,Spadea V.,Agassi A.,1.167,4.5,6-1 6-3,590,580
Madrid Masters,21/10/2004,Masters,Indoor,Hard,3rd Round,3,Koubek S.,Safin M.,Safin M.,3.5,1.286,3-6 3-6,485,590
Madrid Masters,22/10/2004,Masters,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Johansson J.,Ljubicic I.,2.25,1.571,7-6 6-7 7-6,560,560
Madrid Masters,22/10/2004,Masters,Indoor,Hard,Quarterfinals,3,Dent T.,Nalbandian D.,Nalbandian D.,2.75,1.4,6-7 3-6,515,580
Madrid Masters,22/10/2004,Masters,Indoor,Hard,Quarterfinals,3,Agassi A.,Robredo T.,Agassi A.,1.222,4.0,6-7 6-3 2-6,595,575
Madrid Masters,22/10/2004,Masters,Indoor,Hard,Quarterfinals,3,Horna L.,Safin M.,Safin M.,3.75,1.25,4-6 4-6,520,595
Madrid Masters,23/10/2004,Masters,Indoor,Hard,Semifinals,3,Nalbandian D.,Ljubicic I.,Nalbandian D.,1.444,2.625,6-4 6-4,585,555
Madrid Masters,23/10/2004,Masters,Indoor,Hard,Semifinals,3,Agassi A.,Safin M.,Safin M.,1.615,2.2,3-6 6-7,590,600
Madrid Masters,24/10/2004,Masters,Indoor,Hard,The Final,5,Safin M.,Nalbandian D.,Safin M.,1.571,2.25,6-2 6-4 6-3,605,580
Swiss Indoors,26/10/2004,International,Indoor,Carpet,1st Round,3,Mayer F.,Novak J.,Novak J.,2.25,1.571,2-6 3-6,520,570
Swiss Indoors,26/10/2004,International,Indoor,Carpet,1st Round,3,Robredo T.,Wawrinka S.,Robredo T.,1.2,4.0,7-6 5-7 6-4,580,470
Swiss Indoors,26/10/2004,International,Indoor,Carpet,1st Round,3,Srichaphan P.,Koubek S.,Koubek S.,1.571,2.25,7-6 4-6 3-6,555,490
Swiss Indoors,26/10/2004,International,Indoor,Carpet,1st Round,3,Heuberger I.,Dent T.,Heuberger I.,4.0,1.2,6-2 6-3,475,510
Swiss Indoors,26/10/2004,International,Indoor,Carpet,1st Round,3,Hanescu V.,Zabaleta M.,Zabaleta M.,1.727,2.0,6-7 7-5 6-7,485,535
Swiss Indoors,26/10/2004,International,Indoor,Carpet,1st Round,3,Gaudio G.,Norman D.,Gaudio G.,1.615,2.2,7-6 6-4,575,470
Swiss Indoors,27/10/2004,International,Indoor,Carpet,1st Round,3,Gonzalez F.,Haehnel J.,Haehnel J.,1.533,2.375,3-6 4-6,545,525
Swiss Indoors,27/10/2004,International,Indoor,Carpet,1st Round,3,Henman T.,Dupuis A.,Henman T.,1.25,3.5,6-3 6-4,605,480
